bg_id,census_geo_id,statefp,countyfp,tractce,blkgrpce,latitude,longitude,population,num_hhs,hh_no_car,hh_car,flood,anthrax,global,bg,pod,GEOID_num
253,1500000US420032708001,42,3,270800,1,40.488316,-80.037515,675,300,16,284,0,0,1,253,1,420032708001
254,1500000US420032708002,42,3,270800,2,40.481689,-80.031758,934,416,106,310,0,0,1,254,1,420032708002
255,1500000US420032708003,42,3,270800,3,40.486309,-80.030322,862,432,24,408,0,0,1,255,1,420032708003
256,1500000US420032715001,42,3,271500,1,40.476184,-80.026308,882,235,28,207,0,0,1,256,1,420032715001
257,1500000US420032715002,42,3,271500,2,40.470553,-80.029479,1174,454,131,323,0,0.3,1,257,1,420032715002
258,1500000US420032715003,42,3,271500,3,40.471585,-80.033878,1010,414,74,340,0,0.3,1,258,1,420032715003
259,1500000US420032814001,42,3,281400,1,40.449527,-80.057285,830,384,7,377,0,0.3,1,259,6,420032814001
260,1500000US420032814002,42,3,281400,2,40.445334,-80.050752,1806,696,319,377,0,0.3,1,260,6,420032814002
261,1500000US420032815001,42,3,281500,1,40.440789,-80.051201,408,187,33,154,0,0.3,1,261,1,420032815001
262,1500000US420032815002,42,3,281500,2,40.440408,-80.056314,1086,514,41,473,0,0.3,1,262,6,420032815002
263,1500000US420032901001,42,3,290100,1,40.402187,-79.994,884,366,43,323,0,0,1,263,5,420032901001
264,1500000US420032901002,42,3,290100,2,40.397343,-79.990879,527,196,33,163,0,0,1,264,5,420032901002
265,1500000US420032901003,42,3,290100,3,40.393901,-79.989914,718,354,58,296,0,0,1,265,5,420032901003
266,1500000US420032902001,42,3,290200,1,40.401686,-79.982711,917,414,46,368,0,0,1,266,5,420032902001
267,1500000US420032902002,42,3,290200,2,40.391679,-79.983936,889,467,163,304,0,0,1,267,5,420032902002
268,1500000US420032902003,42,3,290200,3,40.395214,-79.984016,462,233,36,197,0,0,1,268,5,420032902003
269,1500000US420032902004,42,3,290200,4,40.399492,-79.986753,829,344,147,197,0,0,1,269,5,420032902004
270,1500000US420032902005,42,3,290200,5,40.403923,-79.987802,1295,372,82,290,0,0,1,270,5,420032902005
271,1500000US420032904001,42,3,290400,1,40.388765,-79.988777,676,245,18,227,0,0,1,271,5,420032904001
272,1500000US420032904002,42,3,290400,2,40.38735,-79.981989,1316,450,68,382,0,0,1,272,5,420032904002
273,1500000US420032904003,42,3,290400,3,40.384342,-79.987031,788,397,56,341,0,0,1,273,5,420032904003
274,1500000US420032904004,42,3,290400,4,40.390288,-79.976433,877,445,140,305,0,0,1,274,5,420032904004
275,1500000US420032904005,42,3,290400,5,40.382688,-79.980155,644,300,71,229,0,0,1,275,5,420032904005
276,1500000US420033001001,42,3,300100,1,40.417829,-79.9925,134,60,8,52,0,0,1,276,5,420033001001
277,1500000US420033001002,42,3,300100,2,40.416567,-79.992012,877,222,34,188,0,0,1,277,5,420033001002
278,1500000US420033001003,42,3,300100,3,40.414887,-79.992808,472,253,54,199,0,0,1,278,5,420033001003
279,1500000US420033001004,42,3,300100,4,40.412801,-79.992985,1031,364,127,237,0,0,1,279,5,420033001004
280,1500000US420033001005,42,3,300100,5,40.411035,-79.993449,709,282,79,203,0,0,1,280,5,420033001005
281,1500000US420033001006,42,3,300100,6,40.408827,-79.994034,486,264,47,217,0,0,1,281,5,420033001006
282,1500000US420033102001,42,3,310200,1,40.377171,-79.912244,717,285,9,276,0,0,1,282,5,420033102001
283,1500000US420033102002,42,3,310200,2,40.368351,-79.908034,712,273,21,252,0,0,1,283,5,420033102002
284,1500000US420033102003,42,3,310200,3,40.366138,-79.911789,466,209,10,199,0,0,1,284,5,420033102003
285,1500000US420033102004,42,3,310200,4,40.373801,-79.917147,820,365,32,333,0,0,1,285,5,420033102004
286,1500000US420033102005,42,3,310200,5,40.367879,-79.917843,666,292,56,236,0,0,1,286,42,420033102005
287,1500000US420033103001,42,3,310300,1,40.386959,-79.921045,960,413,23,390,0,0,1,287,5,420033103001
288,1500000US420033204001,42,3,320400,1,40.382012,-79.991537,798,296,29,267,0,0,1,288,42,420033204001
289,1500000US420033204002,42,3,320400,2,40.386858,-79.993192,667,278,18,260,0,0,1,289,42,420033204002
290,1500000US420033204003,42,3,320400,3,40.391415,-79.994926,622,296,21,275,0,0,1,290,5,420033204003
291,1500000US420033206001,42,3,320600,1,40.395811,-80.008745,1170,522,66,456,0,0,1,291,5,420033206001
292,1500000US420033206002,42,3,320600,2,40.393138,-80.004284,970,470,5,465,0,0,1,292,5,420033206002
293,1500000US420033207001,42,3,320700,1,40.385235,-80.001167,1179,520,19,501,0,0,1,293,5,420033207001
294,1500000US420033207002,42,3,320700,2,40.378028,-79.999248,450,206,4,202,0,0,1,294,43,420033207002
295,1500000US420034011001,42,3,401100,1,40.646407,-79.714968,1251,650,39,611,0,0,1,295,18,420034011001
296,1500000US420034011002,42,3,401100,2,40.637146,-79.707663,1743,597,27,570,1,0,1,296,18,420034011002
297,1500000US420034011003,42,3,401100,3,40.627984,-79.715253,841,390,35,355,1,0,1,297,18,420034011003
298,1500000US420034011004,42,3,401100,4,40.633642,-79.720225,873,399,0,399,0,0,1,298,18,420034011004
299,1500000US420034012001,42,3,401200,1,40.61479,-79.72164,390,174,9,165,1,0,1,299,18,420034012001
300,1500000US420034012002,42,3,401200,2,40.619389,-79.724241,992,466,168,298,0,0,1,300,18,420034012002
301,1500000US420034012003,42,3,401200,3,40.611475,-79.723985,647,286,25,261,1,0,1,301,18,420034012003
302,1500000US420034012004,42,3,401200,4,40.613002,-79.733298,872,337,16,321,0,0,1,302,18,420034012004
303,1500000US420034013001,42,3,401300,1,40.624875,-79.727597,1228,525,6,519,0,0,1,303,18,420034013001
304,1500000US420034013002,42,3,401300,2,40.622862,-79.735631,522,256,10,246,0,0,1,304,18,420034013002
305,1500000US420034013003,42,3,401300,3,40.616679,-79.740132,1035,341,0,341,1,0,1,305,18,420034013003
306,1500000US420034020001,42,3,402000,1,40.613036,-79.739849,543,205,6,199,0,0,1,306,18,420034020001
307,1500000US420034020002,42,3,402000,2,40.609449,-79.738718,669,260,0,260,0,0,1,307,18,420034020002
308,1500000US420034020003,42,3,402000,3,40.608395,-79.745288,1386,550,40,510,0,0,1,308,18,420034020003
309,1500000US420034020004,42,3,402000,4,40.60449,-79.739496,605,371,96,275,1,0,1,309,18,420034020004
310,1500000US420034035001,42,3,403500,1,40.603744,-79.763051,802,323,0,323,1,0,1,310,18,420034035001
311,1500000US420034035002,42,3,403500,2,40.60713,-79.753407,714,221,0,221,1,0,1,311,18,420034035002
312,1500000US420034035003,42,3,403500,3,40.604439,-79.752683,1338,707,51,656,1,0,1,312,18,420034035003
313,1500000US420034035004,42,3,403500,4,40.602273,-79.749487,658,480,136,344,1,0,1,313,18,420034035004
314,1500000US420034035005,42,3,403500,5,40.599708,-79.763144,929,412,157,255,1,0,1,314,18,420034035005
315,1500000US420034040001,42,3,404000,1,40.582388,-79.779912,1409,653,70,583,1,0,1,315,18,420034040001
316,1500000US420034050001,42,3,405000,1,40.624022,-79.792566,548,261,12,249,0,0,1,316,18,420034050001
317,1500000US420034050002,42,3,405000,2,40.583565,-79.799049,522,213,7,206,0,0,1,317,18,420034050002
318,1500000US420034060001,42,3,406000,1,40.646723,-79.77431,1532,702,4,698,0,0,1,318,18,420034060001
319,1500000US420034060002,42,3,406000,2,40.656875,-79.734727,749,312,17,295,0,0,1,319,18,420034060002
320,1500000US420034070011,42,3,407001,1,40.643942,-79.827564,844,305,20,285,0,0,1,320,11,420034070011
321,1500000US420034070012,42,3,407001,2,40.648886,-79.846468,1154,590,0,590,0,0,1,321,11,420034070012
322,1500000US420034070013,42,3,407001,3,40.638339,-79.861949,1813,748,14,734,0,0,1,322,11,420034070013
323,1500000US420034070014,42,3,407001,4,40.638373,-79.908584,1645,776,41,735,0,0,1,323,11,420034070014
324,1500000US420034070021,42,3,407002,1,40.609307,-79.839511,1432,749,0,749,0,0,1,324,11,420034070021
325,1500000US420034070022,42,3,407002,2,40.614375,-79.862674,1133,507,19,488,0,0,1,325,11,420034070022
326,1500000US420034070023,42,3,407002,3,40.623749,-79.880954,1167,447,0,447,0,0,1,326,11,420034070023
327,1500000US420034070024,42,3,407002,4,40.607192,-79.911853,2741,1094,40,1054,0,0,1,327,11,420034070024
328,1500000US420034080011,42,3,408001,1,40.646113,-79.931526,1369,544,46,498,0,0,1,328,17,420034080011
329,1500000US420034080012,42,3,408001,2,40.654976,-79.964055,2391,810,52,758,0,0,1,329,17,420034080012
330,1500000US420034080013,42,3,408001,3,40.645421,-79.95303,1707,766,221,545,0,0,1,330,17,420034080013
331,1500000US420034080021,42,3,408002,1,40.625196,-79.931068,4050,1357,18,1339,0,0,1,331,11,420034080021
332,1500000US420034080022,42,3,408002,2,40.625244,-79.958554,1960,869,13,856,0,0,1,332,17,420034080022
333,1500000US420034090001,42,3,409000,1,40.661348,-80.030471,4348,1355,0,1355,0,0,1,333,24,420034090001
334,1500000US420034090002,42,3,409000,2,40.628801,-80.006451,2262,666,0,666,0,0,1,334,24,420034090002
335,1500000US420034090003,42,3,409000,3,40.637477,-80.048932,3627,1246,45,1201,0,0,1,335,24,420034090003
336,1500000US420034090004,42,3,409000,4,40.627918,-80.064503,2644,1192,0,1192,0,0,1,336,24,420034090004
337,1500000US420034100001,42,3,410000,1,40.636889,-80.082441,1201,476,26,450,0,0,1,337,24,420034100001
338,1500000US420034110001,42,3,411000,1,40.652824,-80.081605,2087,773,0,773,0,0,1,338,24,420034110001
339,1500000US420034110002,42,3,411000,2,40.625402,-80.082819,2907,1120,27,1093,0,0,1,339,24,420034110002
340,1500000US420034110003,42,3,411000,3,40.652747,-80.121797,3640,1138,16,1122,0,0,1,340,24,420034110003
341,1500000US420034120011,42,3,412001,1,40.58995,-80.086064,2775,892,0,892,0,0,1,341,24,420034120011
342,1500000US420034120012,42,3,412001,2,40.597748,-80.114492,2089,808,68,740,0,0,1,342,24,420034120012
343,1500000US420034120013,42,3,412001,3,40.601478,-80.08745,1781,807,38,769,0,0,1,343,24,420034120013
344,1500000US420034120014,42,3,412001,4,40.607076,-80.076887,2565,944,34,910,0,0,1,344,24,420034120014
345,1500000US420034120021,42,3,412002,1,40.573603,-80.088071,3019,1077,30,1047,0,0,1,345,24,420034120021
346,1500000US420034120022,42,3,412002,2,40.56328,-80.070269,2219,764,0,764,0,0,1,346,24,420034120022
347,1500000US420034131001,42,3,413100,1,40.602654,-80.011831,980,384,0,384,0,0,1,347,24,420034131001
348,1500000US420034131002,42,3,413100,2,40.593411,-80.032641,2136,968,8,960,0,0,1,348,24,420034131002
349,1500000US420034131003,42,3,413100,3,40.599695,-80.04366,1529,517,62,455,0,0,1,349,24,420034131003
350,1500000US420034131004,42,3,413100,4,40.603026,-80.058878,2050,785,0,785,0,0,1,350,24,420034131004
351,1500000US420034132011,42,3,413201,1,40.576065,-80.031134,878,390,29,361,0,0,1,351,24,420034132011
352,1500000US420034132012,42,3,413201,2,40.577342,-80.048261,1081,435,0,435,0,0,1,352,24,420034132012
353,1500000US420034132013,42,3,413201,3,40.570749,-80.042123,1672,735,9,726,0,0,1,353,24,420034132013
354,1500000US420034132021,42,3,413202,1,40.58655,-80.055272,979,379,0,379,0,0,1,354,24,420034132021
355,1500000US420034132022,42,3,413202,2,40.572926,-80.058685,1763,818,65,753,0,0,1,355,24,420034132022
356,1500000US420034133001,42,3,413300,1,40.56064,-80.031204,1654,699,48,651,0,0,1,356,24,420034133001
357,1500000US420034133002,42,3,413300,2,40.560252,-80.050498,2086,891,47,844,0,0,1,357,24,420034133002
358,1500000US420034133003,42,3,413300,3,40.557829,-80.062143,618,209,9,200,0,0,1,358,24,420034133003
359,1500000US420034134001,42,3,413400,1,40.561818,-80.001059,1564,599,0,599,0,0,1,359,24,420034134001
360,1500000US420034134002,42,3,413400,2,40.55954,-80.013668,1358,581,40,541,0,0,1,360,24,420034134002
361,1500000US420034134003,42,3,413400,3,40.558908,-79.993454,1606,533,20,513,0,0,1,361,24,420034134003
362,1500000US420034135001,42,3,413500,1,40.583456,-80.006898,770,331,14,317,0,0,1,362,24,420034135001
363,1500000US420034135002,42,3,413500,2,40.576153,-80.020311,2029,967,68,899,0,0,1,363,24,420034135002
364,1500000US420034135003,42,3,413500,3,40.573017,-79.996977,1627,677,20,657,0,0,1,364,24,420034135003
365,1500000US420034135004,42,3,413500,4,40.57697,-80.004992,2202,954,221,733,0,0,1,365,24,420034135004
366,1500000US420034141011,42,3,414101,1,40.609151,-79.934251,2219,878,30,848,0,0,1,366,11,420034141011
367,1500000US420034141012,42,3,414101,2,40.588182,-79.933577,1207,452,0,452,0,0,1,367,17,420034141012
368,1500000US420034141013,42,3,414101,3,40.598534,-79.940937,819,283,0,283,0,0,1,368,17,420034141013
369,1500000US420034141014,42,3,414101,4,40.607346,-79.923756,983,359,0,359,0,0,1,369,11,420034141014
370,1500000US420034141021,42,3,414102,1,40.600693,-79.95761,3093,1224,80,1144,0,0,1,370,17,420034141021
371,1500000US420034141022,42,3,414102,2,40.578367,-79.963485,2490,1092,162,930,0,0,1,371,17,420034141022
372,1500000US420034141023,42,3,414102,3,40.594728,-79.979172,1847,764,45,719,0,0,1,372,24,420034141023
373,1500000US420034142001,42,3,414200,1,40.568484,-79.938857,3054,1166,33,1133,0,0,1,373,17,420034142001
374,1500000US420034142002,42,3,414200,2,40.561137,-79.962951,1024,443,0,443,0,0,1,374,17,420034142002
375,1500000US420034142003,42,3,414200,3,40.559917,-79.979357,1629,627,33,594,0,0,1,375,24,420034142003
376,1500000US420034150011,42,3,415001,1,40.586495,-79.884248,1000,355,9,346,0,0,1,376,11,420034150011
377,1500000US420034150012,42,3,415001,2,40.572119,-79.881363,1621,606,16,590,0,0,1,377,11,420034150012
378,1500000US420034150013,42,3,415001,3,40.577633,-79.833032,2058,675,15,660,0,0,1,378,11,420034150013
379,1500000US420034150021,42,3,415002,1,40.555725,-79.892014,1247,515,17,498,0,0,1,379,11,420034150021
380,1500000US420034150022,42,3,415002,2,40.544401,-79.930227,1317,483,0,483,0,0,1,380,17,420034150022
381,1500000US420034160001,42,3,416000,1,40.553176,-79.804963,896,535,24,511,1,0,1,381,11,420034160001
382,1500000US420034160002,42,3,416000,2,40.553135,-79.790255,671,303,25,278,1,0,1,382,18,420034160002
383,1500000US420034171001,42,3,417100,1,40.543739,-79.778003,815,371,11,360,0,0,1,383,34,420034171001
384,1500000US420034171002,42,3,417100,2,40.542738,-79.786017,748,309,12,297,0,0,1,384,34,420034171002
385,1500000US420034171003,42,3,417100,3,40.545306,-79.788209,500,248,10,238,0,0,1,385,34,420034171003
386,1500000US420034172001,42,3,417200,1,40.539766,-79.781436,1290,658,114,544,1,0,1,386,34,420034172001
387,1500000US420034180001,42,3,418000,1,40.544053,-79.80063,1715,809,77,732,1,0,1,387,34,420034180001
388,1500000US420034190001,42,3,419000,1,40.547968,-79.822079,1057,377,35,342,1,0,1,388,11,420034190001
389,1500000US420034190002,42,3,419000,2,40.544107,-79.811864,740,402,82,320,1,0,1,389,34,420034190002
390,1500000US420034190003,42,3,419000,3,40.542425,-79.859133,1246,659,8,651,0,0,1,390,34,420034190003
391,1500000US420034200001,42,3,420000,1,40.4937,-79.861428,1543,831,131,700,1,0,1,391,30,420034200001
392,1500000US420034211001,42,3,421100,1,40.519093,-79.860589,1204,474,0,474,0,0,1,392,30,420034211001
393,1500000US420034211002,42,3,421100,2,40.501241,-79.856518,832,391,47,344,0,0,1,393,30,420034211002
394,1500000US420034211003,42,3,421100,3,40.502542,-79.872116,1745,776,99,677,1,0,1,394,34,420034211003
395,1500000US420034211004,42,3,421100,4,40.493682,-79.882978,818,274,0,274,0,0,1,395,30,420034211004
396,1500000US420034212001,42,3,421200,1,40.50849,-79.927405,1822,750,9,741,0,0,1,396,30,420034212001
397,1500000US420034212002,42,3,421200,2,40.505913,-79.915869,1097,460,41,419,0,0,1,397,30,420034212002
398,1500000US420034212003,42,3,421200,3,40.496455,-79.900401,336,113,0,113,0,0,1,398,34,420034212003
399,1500000US420034212004,42,3,421200,4,40.52713,-79.923826,914,411,19,392,0,0,1,399,17,420034212004
400,1500000US420034220001,42,3,422000,1,40.539501,-79.876794,1423,537,0,537,0,0,1,400,34,420034220001
401,1500000US420034220002,42,3,422000,2,40.514451,-79.87821,810,226,10,216,0,0,1,401,34,420034220002
402,1500000US420034220003,42,3,422000,3,40.496821,-79.893267,793,289,0,289,0,0,1,402,30,420034220003
403,1500000US420034220004,42,3,422000,4,40.523221,-79.901106,2305,769,13,756,0,0,1,403,34,420034220004
404,1500000US420034230001,42,3,423000,1,40.497114,-79.904982,865,428,12,416,0,0,1,404,34,420034230001
405,1500000US420034230002,42,3,423000,2,40.490772,-79.89987,1067,498,36,462,1,0,1,405,30,420034230002
406,1500000US420034230003,42,3,423000,3,40.492341,-79.905442,824,317,17,300,1,0,1,406,34,420034230003
407,1500000US420034240001,42,3,424000,1,40.495496,-79.919965,1060,453,20,433,0,0,1,407,30,420034240001
408,1500000US420034240002,42,3,424000,2,40.494754,-79.922875,770,388,184,204,1,0,1,408,34,420034240002
409,1500000US420034240003,42,3,424000,3,40.494573,-79.933864,551,325,123,202,1,0,1,409,30,420034240003
410,1500000US420034240004,42,3,424000,4,40.496331,-79.931427,993,424,45,379,0,0,1,410,30,420034240004
411,1500000US420034250001,42,3,425000,1,40.506267,-79.948507,775,326,23,303,0,0,1,411,30,420034250001
412,1500000US420034250002,42,3,425000,2,40.503852,-79.953124,999,396,33,363,0,0,1,412,30,420034250002
413,1500000US420034250003,42,3,425000,3,40.49792,-79.946953,952,500,53,447,0,0,1,413,30,420034250003
414,1500000US420034250004,42,3,425000,4,40.495375,-79.946661,662,310,48,262,0,0,1,414,30,420034250004
415,1500000US420034263001,42,3,426300,1,40.546279,-79.965969,1590,657,0,657,0,0,1,415,17,420034263001
416,1500000US420034263002,42,3,426300,2,40.538484,-79.978394,2180,856,16,840,0,0,1,416,1,420034263002
417,1500000US420034263003,42,3,426300,3,40.549278,-79.980214,2315,1030,53,977,0,0,1,417,24,420034263003
418,1500000US420034264001,42,3,426400,1,40.52712,-79.95877,875,373,22,351,0,0,1,418,17,420034264001
419,1500000US420034264002,42,3,426400,2,40.518489,-79.956095,1062,592,0,592,0,0,1,419,17,420034264002
420,1500000US420034264003,42,3,426400,3,40.509578,-79.954787,784,386,0,386,0,0,1,420,17,420034264003
421,1500000US420034264004,42,3,426400,4,40.52314,-79.964737,1390,660,28,632,0,0,1,421,17,420034264004
422,1500000US420034267001,42,3,426700,1,40.503892,-79.938889,687,378,22,356,0,0,1,422,30,420034267001
423,1500000US420034267002,42,3,426700,2,40.520599,-79.944251,1599,773,0,773,0,0,1,423,17,420034267002
424,1500000US420034268001,42,3,426800,1,40.549722,-79.949343,1626,608,14,594,0,0,1,424,17,420034268001
425,1500000US420034268002,42,3,426800,2,40.542193,-79.95023,2707,983,16,967,0,0,1,425,17,420034268002
426,1500000US420034268003,42,3,426800,3,40.53601,-79.945419,1272,577,17,560,0,0,1,426,17,420034268003
427,1500000US420034270001,42,3,427000,1,40.488467,-79.972705,1344,736,157,579,0,0,1,427,1,420034270001
428,1500000US420034270002,42,3,427000,2,40.478469,-79.974075,885,419,104,315,0,0,1,428,1,420034270002
429,1500000US420034270003,42,3,427000,3,40.4814,-79.975384,1407,724,153,571,0,0,1,429,1,420034270003
430,1500000US420034271001,42,3,427100,1,40.506947,-79.980692,1957,757,0,757,0,0,1,430,1,420034271001
431,1500000US420034271002,42,3,427100,2,40.529674,-79.98204,1900,803,0,803,0,0,1,431,1,420034271002
432,1500000US420034271003,42,3,427100,3,40.516234,-79.975402,1607,725,62,663,0,0,1,432,17,420034271003
433,1500000US420034272001,42,3,427200,1,40.498835,-79.957684,1490,610,46,564,0,0,1,433,30,420034272001
434,1500000US420034272002,42,3,427200,2,40.499495,-79.972435,963,510,12,498,0,0,1,434,30,420034272002
435,1500000US420034272003,42,3,427200,3,40.493287,-79.962429,1430,656,47,609,0,0,1,435,30,420034272003
436,1500000US420034272004,42,3,427200,4,40.48585,-79.965679,890,491,48,443,0,0,1,436,1,420034272004
437,1500000US420034281001,42,3,428100,1,40.475045,-79.981471,595,254,28,226,0,0,1,437,1,420034281001
438,1500000US420034281002,42,3,428100,2,40.471265,-79.982984,612,260,19,241,0,0.3,1,438,1,420034281002
439,1500000US420034282001,42,3,428200,1,40.487026,-79.985972,541,246,6,240,0,0,1,439,1,420034282001
440,1500000US420034282002,42,3,428200,2,40.488563,-79.998083,1524,676,31,645,0,0,1,440,1,420034282002
441,1500000US420034291001,42,3,429100,1,40.504358,-80.000623,1310,541,31,510,0,0,1,441,1,420034291001
442,1500000US420034291002,42,3,429100,2,40.509822,-80.01873,1351,642,59,583,0,0,1,442,1,420034291002
443,1500000US420034292011,42,3,429201,1,40.549559,-79.997992,1936,784,8,776,0,0,1,443,24,420034292011
444,1500000US420034292012,42,3,429201,2,40.541531,-80.004696,2545,1081,133,948,0,0,1,444,1,420034292012
445,1500000US420034292021,42,3,429202,1,40.534175,-79.993173,1374,533,0,533,0,0,1,445,1,420034292021
446,1500000US420034292022,42,3,429202,2,40.517519,-79.990297,1043,564,17,547,0,0,1,446,1,420034292022
447,1500000US420034292023,42,3,429202,3,40.521411,-79.999409,2020,771,25,746,0,0,1,447,1,420034292023
448,1500000US420034293001,42,3,429300,1,40.548503,-80.043313,1755,842,104,738,0,0,1,448,24,420034293001
449,1500000US420034293002,42,3,429300,2,40.535341,-80.040838,1427,682,17,665,0,0,1,449,24,420034293002
450,1500000US420034293003,42,3,429300,3,40.526052,-80.053432,1601,579,0,579,0,0,1,450,1,420034293003
451,1500000US420034293004,42,3,429300,4,40.54253,-80.058256,797,321,16,305,0,0,1,451,24,420034293004
452,1500000US420034294001,42,3,429400,1,40.543419,-80.032354,804,288,0,288,0,0,1,452,24,420034294001
453,1500000US420034294002,42,3,429400,2,40.535184,-80.030265,1635,756,0,756,0,0,1,453,24,420034294002
454,1500000US420034294003,42,3,429400,3,40.527776,-80.027213,1060,471,15,456,0,0,1,454,24,420034294003
455,1500000US420034294004,42,3,429400,4,40.526218,-80.020587,747,317,0,317,0,0,1,455,24,420034294004
456,1500000US420034295001,42,3,429500,1,40.549019,-80.025722,1681,1014,320,694,0,0,1,456,24,420034295001
457,1500000US420034295002,42,3,429500,2,40.540752,-80.018283,1721,1012,13,999,0,0,1,457,24,420034295002
458,1500000US420034295003,42,3,429500,3,40.52515,-80.011713,485,260,0,260,0,0,1,458,1,420034295003
459,1500000US420034296001,42,3,429600,1,40.511793,-80.04517,2090,1007,14,993,0,0,1,459,1,420034296001
460,1500000US420034296002,42,3,429600,2,40.500643,-80.046779,1070,514,26,488,0,0,1,460,1,420034296002
461,1500000US420034297001,42,3,429700,1,40.500469,-80.031437,1465,651,35,616,0,0,1,461,1,420034297001
462,1500000US420034297002,42,3,429700,2,40.495207,-80.039733,811,337,6,331,0,0,1,462,1,420034297002
463,1500000US420034301001,42,3,430100,1,40.515801,-80.021795,743,306,10,296,0,0,1,463,1,420034301001
464,1500000US420034301002,42,3,430100,2,40.514398,-80.025775,1352,620,22,598,0,0,1,464,1,420034301002
465,1500000US420034302001,42,3,430200,1,40.523922,-80.036275,716,324,18,306,0,0,1,465,24,420034302001
466,1500000US420034302002,42,3,430200,2,40.519429,-80.031424,1112,578,54,524,0,0,1,466,24,420034302002
467,1500000US420034302003,42,3,430200,3,40.520143,-80.036255,1069,413,64,349,0,0,1,467,24,420034302003
468,1500000US420034302004,42,3,430200,4,40.520018,-80.044494,633,262,0,262,0,0,1,468,24,420034302004
469,1500000US420034302005,42,3,430200,5,40.516216,-80.044736,1015,493,0,493,0,0,1,469,1,420034302005
470,1500000US420034311001,42,3,431100,1,40.492982,-80.050091,1810,1025,191,834,0,0,1,470,1,420034311001
471,1500000US420034311002,42,3,431100,2,40.488812,-80.051546,1357,775,169,606,0,0,1,471,1,420034311002
472,1500000US420034314001,42,3,431400,1,40.50242,-80.055133,1903,1013,175,838,0,0,1,472,1,420034314001
473,1500000US420034315001,42,3,431500,1,40.499561,-80.058784,622,350,34,316,0,0,1,473,1,420034315001
474,1500000US420034315002,42,3,431500,2,40.497753,-80.054033,992,523,191,332,0,0,1,474,1,420034315002
475,1500000US420034315003,42,3,431500,3,40.494219,-80.056064,898,578,146,432,0,0,1,475,1,420034315003
476,1500000US420034315004,42,3,431500,4,40.492202,-80.058648,614,294,92,202,0,0,1,476,1,420034315004
477,1500000US420034323001,42,3,432300,1,40.505001,-80.068168,1015,499,84,415,0,0,1,477,1,420034323001
478,1500000US420034323002,42,3,432300,2,40.500885,-80.064667,1090,738,236,502,0,0,1,478,1,420034323002
479,1500000US420034324001,42,3,432400,1,40.497438,-80.063882,769,480,70,410,0,0,1,479,1,420034324001
480,1500000US420034324002,42,3,432400,2,40.500128,-80.069198,844,373,42,331,0,0,1,480,1,420034324002
481,1500000US420034324003,42,3,432400,3,40.499518,-80.070418,908,397,19,378,0,0,1,481,1,420034324003
482,1500000US420034340001,42,3,434000,1,40.505927,-80.078043,960,408,28,380,0,0,1,482,1,420034340001
483,1500000US420034340002,42,3,434000,2,40.507584,-80.083893,905,359,14,345,0,0,1,483,1,420034340002
484,1500000US420034350001,42,3,435000,1,40.513429,-80.096017,1279,617,20,597,0,0,1,484,1,420034350001
485,1500000US420034350002,42,3,435000,2,40.511032,-80.098233,1262,628,43,585,0,0,1,485,1,420034350002
486,1500000US420034370001,42,3,437000,1,40.537688,-80.082462,3799,1344,0,1344,0,0,1,486,1,420034370001
487,1500000US420034370002,42,3,437000,2,40.555099,-80.105189,2509,978,15,963,0,0,1,487,1,420034370002
488,1500000US420034390001,42,3,439000,1,40.590176,-80.17516,1434,555,0,555,0,0,1,488,33,420034390001
489,1500000US420034455001,42,3,445500,1,40.539681,-80.175587,1070,419,51,368,0,0,1,489,33,420034455001
490,1500000US420034455002,42,3,445500,2,40.541337,-80.185428,1572,742,90,652,0,0,1,490,33,420034455002
491,1500000US420034455003,42,3,445500,3,40.535576,-80.180242,1196,577,36,541,0,0,1,491,33,420034455003
492,1500000US420034460001,42,3,446000,1,40.55213,-80.188832,771,294,2,292,0,0,1,492,33,420034460001
493,1500000US420034460002,42,3,446000,2,40.551507,-80.195671,825,305,10,295,0,0,1,493,33,420034460002
494,1500000US420034470001,42,3,447000,1,40.576678,-80.208727,1593,588,24,564,0,0,1,494,33,420034470001
495,1500000US420034480001,42,3,448000,1,40.566122,-80.209351,1237,573,86,487,0,0,1,495,33,420034480001
496,1500000US420034490001,42,3,449000,1,40.555812,-80.231406,2593,1019,20,999,0,0,1,496,33,420034490001
497,1500000US420034507001,42,3,450700,1,40.51064,-80.154976,1489,709,55,654,0,0,1,497,33,420034507001
498,1500000US420034507002,42,3,450700,2,40.514363,-80.164119,1431,760,137,623,0,0,1,498,33,420034507002
499,1500000US420034508001,42,3,450800,1,40.519873,-80.168443,1752,722,127,595,0,0,1,499,33,420034508001
500,1500000US420034508002,42,3,450800,2,40.518102,-80.161445,351,181,4,177,0,0,1,500,33,420034508002
501,1500000US420034508003,42,3,450800,3,40.51612,-80.172631,564,283,14,269,0,0,1,501,33,420034508003
502,1500000US420034511011,42,3,451101,1,40.54087,-80.226108,1962,868,34,834,0,0,1,502,33,420034511011
503,1500000US420034511012,42,3,451101,2,40.529288,-80.215168,1727,650,25,625,0,0,1,503,33,420034511012
504,1500000US420034511021,42,3,451102,1,40.52766,-80.191432,1558,789,0,789,0,0,1,504,33,420034511021
505,1500000US420034511022,42,3,451102,2,40.521014,-80.198644,887,438,21,417,0,0,1,505,33,420034511022
506,1500000US420034511023,42,3,451102,3,40.51801,-80.208796,3183,788,39,749,0,0,1,506,33,420034511023
